-5.091912746429443,-0.6497262120246887,0.0,0.0,0.0,1.0,0.0,5.0,5.0
-1.9998990297317505,-0.6497262120246887,0.0,0.0,0.0,1.0,0.0,5.0,5.0
5.000886917114258,-0.6497271656990051,0.0,0.0,0.0,1.0,0.0,5.0,1.0
7.830110549926758,-0.34511178731918335,1.4571452489064995e-08,-1.0630146540790975e-08,0.18597301840782166,0.9825548529624939,0.37412412737435985,2.0,0.5
9.151793479919434,0.45008954405784607,0.0,0.0,0.3826834261417389,0.9238795042037964,0.7853981735638109,2.0,0.5
9.566961288452148,1.0365302562713623,0.0,0.0,0.6087614297866821,0.7933533191680908,1.3089969659480554,1.5,1.0
10.2035551071167,4.236988067626953,0.0,0.0,0.7071067690849304,0.7071067690849304,1.5707963267948966,5.0,2.0
9.619208335876465,7.447178840637207,0.0,0.0,0.8660253882408142,0.5,2.0943950868495707,1.5,0.5
9.201719284057617,8.055150985717773,0.0,0.0,0.9238795042037964,0.3826834261417389,2.3561944800259824,2.0,0.5
8.61014461517334,8.476112365722656,0.0,0.0,0.9914448857307434,0.13052618503570557,2.8797932863948446,2.0,1.0
5.000887870788574,9.14876651763916,0.0,0.0,-1.0,6.123234262925839e-17,-3.141592653589793,5.0,5.0
-1.9998992681503296,9.148764610290527,0.0,0.0,-1.0,6.123234262925839e-17,-3.141592653589793,5.0,5.0
-9.00017261505127,9.148764610290527,0.0,0.0,-1.0,6.123234262925839e-17,-3.141592653589793,2.0,2.0
-12.498621940612793,8.470502853393555,0.0,0.0,-0.9659258127212524,0.258819043636322,-2.6179938738007547,1.5,0.5
-13.092350959777832,8.045012474060059,0.0,0.0,-0.9238795042037964,0.3826834261417389,-2.3561944800259824,2.0,0.5
-13.502457618713379,7.466465473175049,0.0,0.0,-0.7933533191680908,0.6087614297866821,-1.832595687641738,3.0,1.0
-14.150522232055664,4.236988067626953,0.0,0.0,-0.7071067690849304,0.7071067690849304,-1.5707963267948966,5.0,1.0
-13.45390796661377,1.0593209266662598,0.0,0.0,-0.6087614297866821,0.7933533191680908,-1.3089969659480554,1.5,0.5
-13.145663261413574,0.40881893038749695,0.0,0.0,-0.3826834261417389,0.9238795042037964,-0.7853981735638109,2.0,0.5
-12.563127517700195,-0.03204064071178436,0.0,0.0,-0.13052618503570557,0.9914448857307434,-0.2617993671949485,3.0,1.0
-9.00017261505127,-0.6497271656990051,0.0,0.0,0.0,1.0,0.0,5.0,5.0
