-13.523496, 3.664628, 0.000000, 0.000000, -0.689542, 0.724246, -1.521713, 0.000000
-13.518609, 3.668122, 0.000000, 0.000000, -0.690117, 0.723697, -1.523302, 0.000000
-13.516514, 3.668269, 0.000000, 0.000000, -0.690657, 0.723183, -1.524793, 0.000000
-13.522244, 3.663372, 0.000000, 0.000000, -0.690365, 0.723461, -1.523987, 0.000000
-13.523329, 3.664083, 0.000000, 0.000000, -0.689453, 0.724330, -1.521468, 0.000000
-13.525687, 3.665432, 0.000000, 0.000000, -0.689531, 0.724256, -1.521683, 0.000000
-13.527900, 3.666504, 0.000000, 0.000000, -0.688895, 0.724861, -1.519928, 0.000000
-13.521363, 3.667180, 0.000000, 0.000000, -0.690212, 0.723607, -1.523565, 0.000000
-13.521249, 3.668550, 0.000000, 0.000000, -0.690084, 0.723729, -1.523211, 0.000000
-13.520650, 3.669688, 0.000000, 0.000000, -0.689746, 0.724051, -1.522277, 0.000000
-13.518282, 3.669344, 0.000000, 0.000000, -0.690372, 0.723454, -1.524007, 0.000000
-13.517071, 3.664990, 0.000000, 0.000000, -0.690225, 0.723594, -1.523601, 0.000000
-13.516580, 3.665452, 0.000000, 0.000000, -0.690690, 0.723151, -1.524886, 0.000000
-13.516618, 3.668020, 0.000000, 0.000000, -0.690524, 0.723310, -1.524425, 0.000000
-13.517933, 3.666761, 0.000000, 0.000000, -0.689980, 0.723829, -1.522922, 0.000000
-13.518933, 3.665385, 0.000000, 0.000000, -0.689872, 0.723932, -1.522624, 0.000000
-13.519143, 3.667719, 0.000000, 0.000000, -0.690008, 0.723802, -1.522999, 0.000000
-13.520801, 3.668297, 0.000000, 0.000000, -0.689913, 0.723892, -1.522737, 0.000000
-13.521914, 3.667162, 0.000000, 0.000000, -0.690581, 0.723255, -1.524583, 0.000000
-13.521019, 3.665523, 0.000000, 0.000000, -0.689948, 0.723859, -1.522834, 0.000000
-13.518165, 3.665841, 0.000000, 0.000000, -0.690515, 0.723318, -1.524401, 0.000000
-13.517440, 3.665226, 0.000000, 0.000000, -0.689884, 0.723919, -1.522659, 0.000000
-13.521194, 3.668518, 0.000000, 0.000000, -0.689824, 0.723977, -1.522491, 0.000000
-13.522993, 3.667928, 0.000000, 0.000000, -0.689830, 0.723971, -1.522508, 0.000000
-13.522351, 3.667758, 0.000000, 0.000000, -0.689429, 0.724354, -1.521400, 0.000000
-13.521545, 3.663763, 0.000000, 0.000000, -0.690658, 0.723181, -1.524798, 0.000000
-13.521314, 3.662823, 0.000000, 0.000000, -0.689723, 0.724074, -1.522212, 0.072096
-13.523863, 3.660028, 0.000000, 0.000000, -0.689710, 0.724086, -1.522176, 0.147860
-13.520847, 3.660229, 0.000000, 0.000000, -0.688983, 0.724778, -1.520169, 0.164604
-13.524035, 3.654983, 0.000000, 0.000000, -0.689520, 0.724267, -1.521651, 0.210209
-13.522232, 3.651966, 0.000000, 0.000000, -0.689527, 0.724260, -1.521670, 0.223989
-13.516659, 3.650801, 0.000000, 0.000000, -0.691120, 0.722740, -1.526075, 0.237113
-13.510802, 3.639448, 0.000000, 0.000000, -0.691240, 0.722625, -1.526408, 0.293947
-13.511529, 3.640450, 0.000000, 0.000000, -0.691298, 0.722570, -1.526567, 0.303745
-13.511344, 3.633009, 0.000000, 0.000000, -0.691966, 0.721930, -1.528419, 0.338493
-13.513830, 3.630248, 0.000000, 0.000000, -0.691362, 0.722509, -1.526745, 0.346173
-13.514958, 3.622546, 0.000000, 0.000000, -0.692477, 0.721440, -1.529833, 0.373409
-13.512267, 3.624453, 0.000000, 0.000000, -0.691974, 0.721922, -1.528441, 0.373409
-13.511055, 3.618408, 0.000000, 0.000000, -0.692552, 0.721368, -1.530042, 0.390623
-13.515436, 3.604012, 0.000000, 0.000000, -0.691207, 0.722657, -1.526316, 0.405495
-13.518172, 3.585184, 0.000000, 0.000000, -0.697693, 0.716397, -1.544345, 0.414269
